%time,field.x,field.y,field.z
1456328969877355098,-2.05875858665e-05,-2.32637092471e-05,1.2961807847e-05
1456328969897521018,-2.05307036638e-05,-2.34415769577e-05,1.28368154168e-05
1456328969917717933,-2.04592600465e-05,-2.33604058623e-05,1.29161313176e-05
1456328969937779903,-2.04198107123e-05,-2.32232406735e-05,1.29943981767e-05
1456328969958509922,-2.0643992722e-05,-2.33988672495e-05,1.30194112659e-05
1456328969978843927,-2.05882653594e-05,-2.329428792e-05,1.30582675338e-05
1456328970000153064,-2.03959360719e-05,-2.33349919319e-05,1.30122169852e-05
1456328970020803928,-2.04443916678e-05,-2.33900412917e-05,1.30766943097e-05
1456328970061096906,-2.03641623259e-05,-2.33425199986e-05,1.30445539951e-05
1456328970081207036,-2.03964546323e-05,-2.34379187226e-05,1.30857408047e-05
1456328970101346969,-2.03805699944e-05,-2.34616801143e-05,1.31022050977e-05
1456328970121648073,-2.02349275351e-05,-2.33611136675e-05,1.28697156906e-05
1456328970141716003,-2.04355537891e-05,-2.34558060765e-05,1.29577130079e-05
1456328970161777019,-2.04284057021e-05,-2.35260277987e-05,1.30788132548e-05
1456328970181997060,-2.02921226621e-05,-2.34786227345e-05,1.30390703678e-05
1456328970202176094,-2.02440172434e-05,-2.3526853323e-05,1.30241170526e-05
1456328970223593950,-2.02439039946e-05,-2.3519089818e-05,1.30080029368e-05
1456328970243515014,-2.03321143985e-05,-2.34146296978e-05,1.30378454924e-05
1456328970263823986,-2.03561767936e-05,-2.34705045819e-05,1.30464985967e-05
1456328970283935070,-2.0299898088e-05,-2.34870925546e-05,1.30071356893e-05
1456328970303971052,-2.02687039971e-05,-2.36374244094e-05,1.31215885282e-05
1456328970324120044,-2.02761292458e-05,-2.3534616828e-05,1.3040009141e-05
1456328970344244956,-2.01725259423e-05,-2.35337913036e-05,1.30967348814e-05
1456328970364351987,-2.021150738e-05,-2.34959185123e-05,1.29518821836e-05
1456328970384457111,-2.03079581261e-05,-2.35189720988e-05,1.3015550375e-05
1456328970404746055,-2.01243177056e-05,-2.36862450838e-05,1.30673184991e-05
1456328970424897909,-2.02605947852e-05,-2.36776560545e-05,1.31062358618e-05
1456328970446055889,-2.02843591571e-05,-2.35821396112e-05,1.30726575851e-05
1456328970465801000,-2.02520743012e-05,-2.35587313771e-05,1.30325332284e-05
1456328970486124038,-2.03074574471e-05,-2.3600025475e-05,1.2944740057e-05
1456328970508147001,-2.01161414385e-05,-2.3630605638e-05,1.30425527692e-05
1456328970528151988,-2.02366501093e-05,-2.3645542562e-05,1.31139323115e-05
1456328970548578977,-2.02276289463e-05,-2.35916733742e-05,1.29691824317e-05
1456328970571398973,-2.02039703727e-05,-2.36229613423e-05,1.30178183317e-05
1456328970591942071,-2.02278643847e-05,-2.37031891942e-05,1.30028307438e-05
1456328970611915111,-2.01477497816e-05,-2.36554294825e-05,1.2986689806e-05
1456328970631994962,-2.02436923981e-05,-2.36555472016e-05,1.29780143499e-05
1456328970652342081,-2.02841997147e-05,-2.36784815788e-05,1.30500748754e-05
1456328970672461986,-2.02677965164e-05,-2.35753193498e-05,1.29926607013e-05
1456328970692714929,-2.03559577465e-05,-2.35189720988e-05,1.30152121186e-05
1456328970714704036,-2.03963726759e-05,-2.37421214581e-05,1.30742281675e-05
1456328970736035108,-2.01951920986e-05,-2.37206026912e-05,1.29073053598e-05
1456328970756170988,-2.03319072723e-05,-2.35910832882e-05,1.30084455013e-05
1456328970776294946,-2.02205300331e-05,-2.35897839069e-05,1.30972221494e-05
1456328970796561002,-2.01876342297e-05,-2.36236691475e-05,1.29699364305e-05
1456328970816703081,-2.02925890684e-05,-2.36216634512e-05,1.31051853299e-05
1456328970836888074,-2.02762022614e-05,-2.37104788423e-05,1.30506023765e-05
1456328970856759071,-2.02035158873e-05,-2.35839098692e-05,1.29532366991e-05
1456328970877866983,-2.02602922916e-05,-2.34782680869e-05,1.30632922053e-05
1456328970897914886,-2.02837318182e-05,-2.3503446579e-05,1.29834890366e-05
1456328970918399095,-2.02274680138e-05,-2.36640185118e-05,1.29462480545e-05
1456328970938502073,-2.02201753855e-05,-2.34305083752e-05,1.30468666553e-05
1456328970958496093,-2.02919200063e-05,-2.36950710416e-05,1.30102619529e-05
1456328970978828907,-2.0259962976e-05,-2.35669672489e-05,1.30165964365e-05
1456328970999052047,-2.02750071883e-05,-2.36009687185e-05,1.28809735179e-05
1456328971019155979,-2.02107787132e-05,-2.35454469919e-05,1.28486037254e-05
1456328971039145946,-2.02511161566e-05,-2.35527381301e-05,1.28964334726e-05
1456328971059391021,-2.02283263206e-05,-2.37982332706e-05,1.30682379007e-05
1456328971079493045,-2.02672272921e-05,-2.35205054283e-05,1.29118457437e-05
1456328971099785089,-2.04045921564e-05,-2.36776560545e-05,1.31052210927e-05
1456328971120874881,-2.01557531953e-05,-2.36794263124e-05,1.29869863391e-05
1456328971141161918,-2.01865047216e-05,-2.36180305481e-05,1.28098398447e-05
1456328971161211013,-2.01318591833e-05,-2.3607198894e-05,1.30020901561e-05
1456328971181272983,-2.02590182424e-05,-2.36809596419e-05,1.28822669387e-05
1456328971201446056,-2.02123001218e-05,-2.35422611237e-05,1.30645751953e-05
1456328971221716880,-2.03068435192e-05,-2.36573174596e-05,1.28575786948e-05
1456328971242733001,-2.02511280775e-05,-2.36647263169e-05,1.28980860114e-05
1456328971262901067,-2.02035650611e-05,-2.35037997365e-05,1.29600554705e-05
1456328971283118963,-2.02519729733e-05,-2.36549571157e-05,1.30179524422e-05
1456328971303116083,-2.02511698008e-05,-2.35206231475e-05,1.29039600492e-05
1456328971323304891,-2.02757388353e-05,-2.35834375024e-05,1.29847243428e-05
1456328971343591928,-2.02914252877e-05,-2.38081216812e-05,1.29399225116e-05
1456328971364797115,-2.00999140739e-05,-2.35910832882e-05,1.30100786686e-05
1456328971384813070,-2.02914625406e-05,-2.36240237951e-05,1.29452079535e-05
1456328971404957056,-2.03079223633e-05,-2.3727068305e-05,1.30106195807e-05
1456328971425050973,-2.02350631356e-05,-2.3568855226e-05,1.28887817264e-05
1456328971445338964,-2.02995792031e-05,-2.36717820168e-05,1.29618570209e-05
1456328971465538024,-2.02595889568e-05,-2.37517729402e-05,1.29633188248e-05
1456328971485544919,-2.03404843807e-05,-2.37178876996e-05,1.30902662873e-05
1456328971505778074,-2.0235568285e-05,-2.35517948866e-05,1.2960536778e-05
1456328971527019023,-2.02199190855e-05,-2.36790716648e-05,1.30105316639e-05
1456328971546937942,-2.03479170799e-05,-2.36870720983e-05,1.30097478628e-05
1456328971567241907,-2.03068479896e-05,-2.36973136663e-05,1.28581687808e-05
1456328971587212085,-2.03550696373e-05,-2.36488476396e-05,1.28891170025e-05
1456328971607116937,-2.02352434397e-05,-2.36884877086e-05,1.29145488143e-05
1456328971627629041,-2.0411285758e-05,-2.36003786325e-05,1.29200100899e-05
1456328971647617101,-2.03156262636e-05,-2.35756739974e-05,1.2968327105e-05
1456328971668325901,-2.02996402979e-05,-2.37116590142e-05,1.29704460502e-05
1456328971690253973,-2.02273458242e-05,-2.35762640834e-05,1.29289522767e-05
1456328971710306882,-2.02676296234e-05,-2.36076697707e-05,1.29691362381e-05
1456328971731368064,-2.03240826726e-05,-2.36387237906e-05,1.30332052708e-05
1456328971751516103,-2.01479807496e-05,-2.37109512091e-05,1.30195111036e-05
1456328971771724939,-2.02277570963e-05,-2.37434193492e-05,1.29874229431e-05
1456328971791907072,-2.02355727553e-05,-2.35917910933e-05,1.2961126864e-05
1456328971812014102,-2.01875120401e-05,-2.35439136624e-05,1.29527583718e-05
1456328971832170009,-2.0331299305e-05,-2.37123668194e-05,1.29222273827e-05
1456328971851999044,-2.02281013131e-05,-2.3790705204e-05,1.30361244082e-05
1456328971872000932,-2.03230187297e-05,-2.36969590187e-05,1.2882052362e-05
1456328971892910957,-2.03313544393e-05,-2.36962512136e-05,1.29299908876e-05
1456328971913273096,-2.01876819134e-05,-2.35435590148e-05,1.29767552018e-05
1456328971933556079,-2.01308518648e-05,-2.36813142896e-05,1.2859171629e-05
1456328971953659057,-2.01950654387e-05,-2.36008509994e-05,1.28895372152e-05
1456328971973807096,-2.03081354499e-05,-2.3606608808e-05,1.30408450961e-05
1456328971993891954,-2.02359780669e-05,-2.36949533224e-05,1.30186542869e-05
1456328972014029979,-2.02431365848e-05,-2.37447172403e-05,1.28993228078e-05
1456328972035300970,-2.03152835369e-05,-2.35363870859e-05,1.29197433591e-05
1456328972055546998,-2.02514514327e-05,-2.35280334949e-05,1.2944072485e-05
1456328972075539112,-2.01956823468e-05,-2.35675573349e-05,1.2977053225e-05
1456328972095645904,-2.02510118484e-05,-2.3632965982e-05,1.28816157579e-05
1456328972116250038,-2.02436238527e-05,-2.35356792808e-05,1.29682451487e-05
1456328972137074947,-2.02671170235e-05,-2.35607385635e-05,1.2896437943e-05
1456328972157103061,-2.03316226602e-05,-2.35676750541e-05,1.2968096137e-05
1456328972177553892,-2.0091816783e-05,-2.374330163e-05,1.2996378541e-05
1456328972197710037,-2.02675834298e-05,-2.37037792802e-05,1.29625543952e-05
1456328972218069076,-2.02519059181e-05,-2.35590860248e-05,1.30085363984e-05
1456328972238240957,-2.02191233635e-05,-2.36087322235e-05,1.28974840045e-05
1456328972258219957,-2.03402027488e-05,-2.37184777856e-05,1.30502700806e-05
1456328972278347015,-2.02113971114e-05,-2.35201522708e-05,1.29362374544e-05
1456328972298275947,-2.0275297761e-05,-2.3680369556e-05,1.29221484065e-05
1456328972318665027,-2.02357918024e-05,-2.35353246331e-05,1.29922956228e-05
1456328972338745117,-2.02590167522e-05,-2.36649632454e-05,1.28820315003e-05
1456328972359020948,-2.04112812877e-05,-2.35523849726e-05,1.29193022847e-05
1456328972379034042,-2.02835783362e-05,-2.36637830734e-05,1.29618525505e-05
1456328972399254083,-2.02907830477e-05,-2.36014410853e-05,1.28488659859e-05
1456328972419397115,-2.02355831861e-05,-2.37037792802e-05,1.29627794027e-05
1456328972440634012,-2.03077465296e-05,-2.36634284258e-05,1.29856795073e-05
1456328972460684061,-2.02673569322e-05,-2.36962512136e-05,1.29304409027e-05
1456328972480778932,-2.01791808009e-05,-2.36086145043e-05,1.29057645798e-05
1456328972500933885,-2.02512457967e-05,-2.37124845386e-05,1.29147917032e-05
1456328972522178888,-2.01792478561e-05,-2.37124845386e-05,1.29152983427e-05
1456328972542234897,-2.03077062964e-05,-2.38155305386e-05,1.29799231887e-05
1456328972562382936,-2.02346265316e-05,-2.37137824297e-05,1.28269150853e-05
1456328972582227945,-2.0243857801e-05,-2.3631195724e-05,1.30016565323e-05
1456328972602277040,-2.02669635415e-05,-2.37050771713e-05,1.28745660186e-05
1456328972622394084,-2.02439874411e-05,-2.37829431891e-05,1.30198970437e-05
1456328972642755985,-2.03073054552e-05,-2.37523630261e-05,1.29229858518e-05
1456328972662745952,-2.03319728374e-05,-2.3686952889e-05,1.3017860055e-05
1456328972682926893,-2.02746242285e-05,-2.36977860332e-05,1.2826398015e-05
1456328972703049898,-2.02677443624e-05,-2.36314311624e-05,1.29854887724e-05
1456328972722951889,-2.02907294035e-05,-2.36255586147e-05,1.28412202001e-05
1456328972744029998,-2.02269658446e-05,-2.3721075058e-05,1.28750830889e-05
1456328972764219999,-2.02024623752e-05,-2.37541332841e-05,1.2803734839e-05
1456328972784352064,-2.02829092741e-05,-2.37211927772e-05,1.28666907549e-05
1456328972804620027,-2.03634664416e-05,-2.37040147185e-05,1.29458799958e-05
1456328972825691938,-2.0307251811e-05,-2.37844780087e-05,1.29154592752e-05
1456328972845930099,-2.03388974071e-05,-2.36252039671e-05,1.28648802638e-05
1456328972866040945,-2.03070789576e-05,-2.37368360162e-05,1.28907546401e-05
1456328972886836051,-2.01950654387e-05,-2.36008509994e-05,1.28895372152e-05
1456328972906835079,-2.02200233936e-05,-2.35988453031e-05,1.30253478885e-05
1456328972926800012,-2.03310623765e-05,-2.35928535461e-05,1.28884613514e-05
1456328972946814060,-2.02195093036e-05,-2.35279157758e-05,1.29522964358e-05
1456328972967005968,-2.021201998e-05,-2.35588505864e-05,1.30248144269e-05
1456328972987739086,-2.02594026923e-05,-2.36001431942e-05,1.293707937e-05
1456328973007971048,-2.02511817217e-05,-2.36406117678e-05,1.29057303071e-05
1456328973030843019,-2.01791852713e-05,-2.36486107111e-05,1.29063546658e-05
1456328973050931930,-2.01235190034e-05,-2.35919088125e-05,1.29539176822e-05
1456328973070862054,-2.03163012862e-05,-2.3574256897e-05,1.3064314425e-05
1456328973091142892,-2.02992349863e-05,-2.36164957285e-05,1.29130378366e-05
1456328973111344099,-2.01787248254e-05,-2.35615640879e-05,1.2841065228e-05
1456328973131639957,-2.00990885496e-05,-2.37768322229e-05,1.28928095102e-05
1456328973151695013,-2.023473382e-05,-2.36495554447e-05,1.28419697285e-05
1456328973171794891,-2.021895051e-05,-2.35770896077e-05,1.28730162978e-05
1456328973191941022,-2.04911231995e-05,-2.36647263169e-05,1.28963947296e-05
1456328973213097095,-2.02428385615e-05,-2.35853254795e-05,1.28569677472e-05
1456328973233289957,-2.02986717224e-05,-2.36096769571e-05,1.2832929194e-05
1456328973253318071,-2.03145667911e-05,-2.36979037523e-05,1.28181174397e-05
1456328973273488998,-2.02262252569e-05,-2.36426174641e-05,1.27699181437e-05
1456328973293929100,-2.03389033675e-05,-2.36891955137e-05,1.28658235073e-05
1456328973314666986,-2.03157499433e-05,-2.37034246325e-05,1.29862129688e-05
1456328973335131883,-2.03638076782e-05,-2.37273037434e-05,1.29942253232e-05
1456328973355070114,-2.02347874641e-05,-2.36334383488e-05,1.28497317433e-05
1456328973375356912,-2.03233540058e-05,-2.36802518368e-05,1.29298090935e-05
1456328973395462989,-2.03474104404e-05,-2.36801341176e-05,1.29376396537e-05
1456328973415812969,-2.0355027914e-05,-2.37929478288e-05,1.28832429647e-05
1456328973435982942,-2.03796893358e-05,-2.3663546145e-05,1.29771739244e-05
1456328973456006050,-2.01867997646e-05,-2.37294286489e-05,1.28514871001e-05
1456328973476169109,-2.02355787158e-05,-2.36477851868e-05,1.29619523883e-05
1456328973496345996,-2.03396365047e-05,-2.37036600709e-05,1.2970046699e-05
1456328973516395092,-2.03555211425e-05,-2.36639007926e-05,1.29533454776e-05
1456328973536621093,-2.03232467175e-05,-2.37284839153e-05,1.2914519012e-05
1456328973556612968,-2.02746763825e-05,-2.36736699939e-05,1.28340423107e-05
1456328973577917098,-2.03079804778e-05,-2.37349480391e-05,1.30187377334e-05
1456328973597987890,-2.02432870865e-05,-2.35523849726e-05,1.2920486927e-05
1456328973617991924,-2.01468974352e-05,-2.35852077603e-05,1.28656432033e-05
1456328973638088941,-2.02512353659e-05,-2.36084967852e-05,1.29132568836e-05
1456328973658411979,-2.03061193228e-05,-2.37308442593e-05,1.27546533942e-05
1456328973678596019,-2.02277988195e-05,-2.35993161798e-05,1.29932954907e-05
1456328973699805021,-2.02114105225e-05,-2.36481383443e-05,1.29381254315e-05
1456328973719968080,-2.03392982483e-05,-2.36963689327e-05,1.29219353199e-05
1456328973740101099,-2.02511966228e-05,-2.37765967846e-05,1.29077374935e-05
1456328973760160923,-2.02025592327e-05,-2.36019134521e-05,1.28174901009e-05
1456328973780500888,-2.02754721045e-05,-2.37280115485e-05,1.29468530416e-05
1456328973800462007,-2.0220144093e-05,-2.36706018448e-05,1.3042409718e-05
1456328973820692062,-2.02914685011e-05,-2.36880153418e-05,1.2946151197e-05
1456328973841861009,-2.02276989818e-05,-2.37275406718e-05,1.29791870713e-05
1456328973862035989,-2.02588349581e-05,-2.35613286495e-05,1.28564998507e-05
1456328973882165908,-2.03060030937e-05,-2.37070828676e-05,1.273830235e-05
1456328973902446985,-2.04104632139e-05,-2.38181263208e-05,1.28032132983e-05
1456328973922420024,-2.04810395837e-05,-2.36930906773e-05,1.26008436084e-05
1456328973942517995,-2.05366939306e-05,-2.36298069358e-05,1.25515133142e-05
1456328973963283061,-2.06801816821e-05,-2.36068695784e-05,1.24781534076e-05
1456328973983880996,-2.06471726298e-05,-2.3656989634e-05,1.23351067305e-05
1456328974003937005,-2.07503691316e-05,-2.35546529293e-05,1.22208543122e-05
1456328974024183988,-2.07744330168e-05,-2.36265271902e-05,1.22297458351e-05
1456328974044272899,-2.09980905056e-05,-2.3643232882e-05,1.21804110706e-05
1456328974064527988,-2.08857640624e-05,-2.37239331007e-05,1.2134385854e-05
1456328974084582090,-2.09566816688e-05,-2.36461833119e-05,1.19807198644e-05
1456328974104739904,-2.09008947015e-05,-2.3501726985e-05,1.20109856129e-05
1456328974124737024,-2.11642861366e-05,-2.36630097032e-05,1.19234979153e-05
1456328974145153999,-2.10437357426e-05,-2.37761765718e-05,1.18460051715e-05
1456328974165167093,-2.11547583342e-05,-2.3610201478e-05,1.17067560554e-05
1456328974185303926,-2.12420776486e-05,-2.35876202583e-05,1.16097956896e-05
1456328974205401897,-2.12823539972e-05,-2.3555034399e-05,1.16490356624e-05
1456328974225617885,-2.13447272778e-05,-2.36384481192e-05,1.14177964628e-05
1456328974246855974,-2.14960992336e-05,-2.35917508602e-05,1.13280296326e-05
1456328974267098903,-2.14710891247e-05,-2.36418694258e-05,1.1184926331e-05
1456328974289149045,-2.14871570468e-05,-2.37537398934e-05,1.11944638193e-05
1456328974309288024,-2.16543629766e-05,-2.37393930554e-05,1.10810592771e-05
1456328974329408884,-2.16292202473e-05,-2.35817715526e-05,1.09188899398e-05
1456328974349556922,-2.17722684145e-05,-2.3679767549e-05,1.07833094895e-05
1456328974370728969,-2.18835219741e-05,-2.35933110118e-05,1.06772363186e-05
1456328974390827894,-2.19551384449e-05,-2.36901253462e-05,1.06221534312e-05
1456328974411140918,-2.19778418541e-05,-2.37008392811e-05,1.04381270707e-05
1456328974431030035,-2.21221730113e-05,-2.36601367593e-05,1.04845158756e-05
1456328974450947046,-2.22015991807e-05,-2.35893234611e-05,1.04029007256e-05
1456328974471946954,-2.23362565041e-05,-2.37201422453e-05,1.02118559182e-05
1456328974492326974,-2.23434090614e-05,-2.37059146166e-05,1.00915804505e-05
1456328974512485027,-2.24461719394e-05,-2.3756505549e-05,9.91557911038e-06
1456328974532650947,-2.24531397223e-05,-2.3582649231e-05,9.76894497871e-06
1456328974554807901,-2.25247919559e-05,-2.3511365056e-05,9.71938297153e-06
1456328974575835943,-2.2684699297e-05,-2.37435758114e-05,9.70567986369e-06
1456328974595885038,-2.26435124874e-05,-2.36980602145e-05,9.53727662563e-06
1456328974615988016,-2.26280212402e-05,-2.37129956484e-05,9.60961580276e-06
1456328974636087894,-2.26985514164e-05,-2.36920669675e-05,9.40078124404e-06
1456328974656341075,-2.28265985847e-05,-2.36359551549e-05,9.40705388784e-06
1456328974676867008,-2.2889252007e-05,-2.37027809024e-05,9.21557173133e-06
1456328974696810007,-2.28717386723e-05,-2.37779587507e-05,9.00077521801e-06
1456328974716861009,-2.3054882884e-05,-2.37237349153e-05,8.87866914272e-06
1456328974737020969,-2.30952620506e-05,-2.35789239407e-05,8.93225520849e-06
1456328974758471012,-2.31420353055e-05,-2.37255051732e-05,8.75806584954e-06
1456328974778680086,-2.31406316161e-05,-2.37764507532e-05,8.55880007148e-06
1456328974798970937,-2.33885020018e-05,-2.36726984382e-05,8.53952094913e-06
1456328974821157932,-2.33083426952e-05,-2.37530440092e-05,8.51726830006e-06
1456328974841068029,-2.34432518482e-05,-2.35873043537e-05,8.36185142398e-06
1456328974861048936,-2.34650596976e-05,-2.36559003592e-05,8.05066898465e-06
1456328974881442070,-2.35279947519e-05,-2.37301334739e-05,7.89930000901e-06
1456328974901715040,-2.36476495862e-05,-2.36988469958e-05,7.84998908639e-06
1456328974921808004,-2.36554771662e-05,-2.36592039466e-05,7.82534554601e-06
1456328974941930055,-2.36786872149e-05,-2.3652857542e-05,7.71307349205e-06
1456328974962218999,-2.38049894571e-05,-2.36164033413e-05,7.47161358595e-06
1456328974982222080,-2.38612890244e-05,-2.37997919321e-05,7.51392841339e-06
1456328975002427101,-2.39162445068e-05,-2.35139474273e-05,7.36530423164e-06
1456328975023578882,-2.37646520138e-05,-2.36171111465e-05,7.42390230298e-06
1456328975043740034,-2.38672986627e-05,-2.36439406872e-05,7.23154917359e-06
1456328975063826084,-2.40588366985e-05,-2.35808908939e-05,7.16526135802e-06
1456328975084016084,-2.42015868425e-05,-2.35194936395e-05,6.98732659221e-06
1456328975104249000,-2.3992420733e-05,-2.36259624362e-05,6.82234838605e-06
1456328975125227928,-2.4240256846e-05,-2.37463027239e-05,6.79837465286e-06
1456328975145348072,-2.4327558279e-05,-2.35637396574e-05,6.6990531981e-06
1456328975165752887,-2.41746261716e-05,-2.37577244639e-05,6.56697526574e-06
1456328975185750007,-2.4238114059e-05,-2.37347900867e-05,6.49417936802e-06
1456328975205893993,-2.44455322623e-05,-2.36239820719e-05,6.41107261181e-06
1456328975225935935,-2.43807926774e-05,-2.35375255346e-05,6.30623847246e-06
1456328975246196985,-2.44198977947e-05,-2.36114069819e-05,6.17903620005e-06
1456328975267319917,-2.44668751955e-05,-2.35335379839e-05,6.03353753686e-06
1456328975287578105,-2.44974240661e-05,-2.36885905266e-05,5.82758188248e-06
1456328975309850931,-2.4679787457e-05,-2.37160101533e-05,5.59467077255e-06
1456328975329751968,-2.48313933611e-05,-2.37488329411e-05,5.53807988763e-06
1456328975350178956,-2.48060941696e-05,-2.37275511026e-05,5.35391904414e-06
1456328975371213912,-2.48851791024e-05,-2.36094519496e-05,5.22360242903e-06
1456328975391185045,-2.4908618629e-05,-2.36426278949e-05,5.14391623437e-06
1456328975411393880,-2.49155566096e-05,-2.3724861443e-05,4.99306023121e-06
1456328975431597948,-2.50602215528e-05,-2.36674517393e-05,5.08720651269e-06
1456328975453816890,-2.49390408397e-05,-2.36619308591e-05,4.91995699704e-06
1456328975473916053,-2.50419676304e-05,-2.36801713705e-05,4.76748049259e-06
1456328975495208024,-2.52179741859e-05,-2.37761601806e-05,4.76765669882e-06
1456328975515188932,-2.5287425518e-05,-2.3677483201e-05,4.40566316247e-06
1456328975536284923,-2.5478631258e-05,-2.36551389098e-05,4.29197177291e-06
1456328975556158065,-2.54674166441e-05,-2.36298680305e-05,3.83561700583e-06
1456328975576566934,-2.5531744957e-05,-2.3573166132e-05,3.88233363628e-06
1456328975596700906,-2.56168752909e-05,-2.36271798611e-05,3.47447618842e-06
1456328975616935014,-2.56484776735e-05,-2.36200079322e-05,3.41814011335e-06
1456328975638015031,-2.56381690502e-05,-2.36408442259e-05,3.09047661722e-06
1456328975658317089,-2.57902771235e-05,-2.36246109009e-05,3.10516767204e-06
1456328975678349971,-2.56696134806e-05,-2.36900180578e-05,3.01096979529e-06
1456328975698637962,-2.59400188923e-05,-2.36213311553e-05,2.78402157128e-06
1456328975718600988,-2.59222209454e-05,-2.36731022596e-05,2.52887643874e-06
1456328975738786935,-2.59864985943e-05,-2.3656514287e-05,2.56818458438e-06
1456328975758913993,-2.59452044964e-05,-2.36672282219e-05,2.38460861146e-06
1456328975780011892,-2.60885298252e-05,-2.37006410956e-05,2.28807907552e-06
1456328975800136089,-2.59911209345e-05,-2.37115904689e-05,2.08890009671e-06
1456328975820416927,-2.610245049e-05,-2.37770006061e-05,1.99306812137e-06
1456328975840425014,-2.61097222567e-05,-2.3810531199e-05,1.88949797302e-06
1456328975860562086,-2.63234168291e-05,-2.39113584161e-05,1.56143605709e-06
1456328975880429983,-2.62500822544e-05,-2.35541120172e-05,1.37265715748e-06
1456328975901340007,-2.63438373804e-05,-2.36628204584e-05,1.05355782434e-06
1456328975922178983,-2.64554351568e-05,-2.36076533794e-05,9.95950214565e-07
1456328975942339897,-2.64462351799e-05,-2.34501495957e-05,8.2566877827e-07
1456328975962503910,-2.63731241226e-05,-2.35884949565e-05,6.68203644454e-07
1456328975982583999,-2.64136344194e-05,-2.36114293337e-05,7.40266311914e-07
1456328976002640008,-2.66117095947e-05,-2.35834464431e-05,4.66421619058e-07
1456328976022845029,-2.65703558922e-05,-2.35542833805e-05,2.7425698936e-07
1456328976044048070,-2.66496151686e-05,-2.35158205032e-05,1.69117248151e-07
1456328976064246892,-2.65834748745e-05,-2.35283046961e-05,-1.34273211006e-07
1456328976084336996,-2.67751485109e-05,-2.36569985747e-05,-1.81731209159e-07
1456328976104576110,-2.66703039408e-05,-2.36507713795e-05,-3.01100499928e-07
1456328976124552965,-2.66934931278e-05,-2.34684422612e-05,-4.15968894958e-07
1456328976145142078,-2.68681973219e-05,-2.34871551394e-05,-6.00948138162e-07
1456328976166968107,-2.69313067198e-05,-2.36250296235e-05,-7.2737573646e-07
1456328976187149047,-2.68978983164e-05,-2.36359775066e-05,-9.27005615085e-07
1456328976207317113,-2.69210964441e-05,-2.35096439719e-05,-1.04104783386e-06
1456328976227333068,-2.6999694109e-05,-2.36005857587e-05,-1.24028651044e-06
1456328976247668027,-2.71121412516e-05,-2.35836431384e-05,-1.1773201637e-06
1456328976267702102,-2.69742816687e-05,-2.35715389252e-05,-1.44056268036e-06
1456328976288783073,-2.70373761654e-05,-2.35334321856e-05,-1.56958661973e-06
1456328976308927059,-2.70994007587e-05,-2.35055670142e-05,-1.85047220439e-06
1456328976329135894,-2.70186722279e-05,-2.35550954938e-05,-1.95318646729e-06
1456328976349253892,-2.70649403334e-05,-2.37107366323e-05,-2.19924934208e-06
1456328976369498014,-2.7127802372e-05,-2.36411049962e-05,-2.36074086279e-06
1456328976389559030,-2.71339893341e-05,-2.35408931971e-05,-2.61829737574e-06
1456328976410537004,-2.71805256605e-05,-2.35599592328e-05,-2.82637178898e-06
1456328976430545091,-2.72349059582e-05,-2.36913695931e-05,-3.05684674531e-06
1456328976450828075,-2.71938681602e-05,-2.35095128417e-05,-3.20326015353e-06
1456328976470860004,-2.71451443434e-05,-2.35510423779e-05,-3.30631807446e-06
1456328976491060018,-2.73131012917e-05,-2.37031430006e-05,-3.31325829029e-06
1456328976511177062,-2.73128092289e-05,-2.36237421632e-05,-3.3544331789e-06
1456328976531337022,-2.7135682106e-05,-2.35621109605e-05,-3.5141158849e-06
1456328976552624940,-2.7335062623e-05,-2.36274003983e-05,-3.60256917775e-06
1456328976572907924,-2.71990567446e-05,-2.35314115882e-05,-3.60302701592e-06
1456328976592859983,-2.73351669312e-05,-2.35391736031e-05,-3.58786918223e-06
1456328976612967967,-2.73016512394e-05,-2.36143544316e-05,-3.80255281925e-06
1456328976633138895,-2.72777616978e-05,-2.35901206732e-05,-3.78674007952e-06
1456328976653326034,-2.71648734808e-05,-2.36959978938e-05,-3.9123993367e-06
1456328976674326896,-2.72926449776e-05,-2.36804708838e-05,-3.94553281367e-06
1456328976694806098,-2.73148953915e-05,-2.36761301756e-05,-4.19378727674e-06
1456328976714926004,-2.73781150579e-05,-2.3741774261e-05,-4.30527813733e-06
1456328976735162019,-2.73624420166e-05,-2.36770749092e-05,-4.25811670721e-06
1456328976755268096,-2.7425724268e-05,-2.3822593689e-05,-4.36042882502e-06
1456328976775432109,-2.73367494345e-05,-2.36246213317e-05,-4.49874103069e-06
1456328976795608043,-2.73124843836e-05,-2.37691953778e-05,-4.53644283116e-06
1456328976816869020,-2.73926973343e-05,-2.36807331443e-05,-4.50630895793e-06
1456328976837109088,-2.73361325264e-05,-2.36819133162e-05,-4.58590388298e-06
1456328976857810974,-2.74303257465e-05,-2.36696913838e-05,-4.84278127551e-06
1456328976878206014,-2.74217158556e-05,-2.37669795752e-05,-4.92929778993e-06
1456328976898344993,-2.73645222187e-05,-2.36494705081e-05,-5.09865060449e-06
1456328976918984889,-2.74106532335e-05,-2.35653743148e-05,-5.36425188184e-06
1456328976939395904,-2.73546129465e-05,-2.37014770508e-05,-5.3698502481e-06
1456328976959784030,-2.74094194174e-05,-2.36239641905e-05,-5.53940199316e-06
